,Id,SalePrice
0,0,125000
1,0,155000
2,0,140000
3,0,230000
4,0,124000
5,0,230000
6,0,208900
7,0,87000
8,0,135000
9,0,140000
10,0,135000
11,0,125000
12,0,230000
13,0,155000
14,0,165500
15,0,144000
16,0,155000
17,0,135000
18,0,250000
19,0,135000
20,0,214500
21,0,140000
22,0,135000
23,0,140000
24,0,135000
25,0,185000
26,0,135000
27,0,230000
28,0,135000
29,0,185000
30,0,155000
31,0,230000
32,0,135000
33,0,230000
34,0,208900
35,0,208900
36,0,79500
37,0,135000
38,0,135000
39,0,89471
40,0,140000
41,0,248000
42,0,151500
43,0,230000
44,0,208900
45,0,230000
46,0,155000
47,0,155000
48,0,248000
49,0,230000
50,0,135000
51,0,139950
52,0,140000
53,0,122500
54,0,214000
55,0,230000
56,0,135000
57,0,230000
58,0,140000
59,0,155000
60,0,144000
61,0,155000
62,0,140000
63,0,230000
64,0,135000
65,0,139950
66,0,230000
67,0,135000
68,0,140000
69,0,140000
70,0,230000
71,0,135000
72,0,230000
73,0,135000
74,0,135000
75,0,230000
76,0,84000
77,0,230000
78,0,124000
79,0,133700
80,0,217500
81,0,135000
82,0,135000
83,0,208900
84,0,144000
85,0,135000
86,0,248000
87,0,155000
88,0,140000
89,0,217500
90,0,140000
91,0,140000
92,0,133500
93,0,230000
94,0,230000
95,0,230000
96,0,155000
97,0,165500
98,0,135000
99,0,125000
100,0,230000
101,0,240000
102,0,230000
103,0,155000
104,0,175000
105,0,230000
106,0,230000
107,0,155000
108,0,125000
109,0,135000
110,0,135000
111,0,230000
112,0,185000
113,0,144000
114,0,140000
115,0,135000
116,0,230000
117,0,140000
118,0,185000
119,0,133700
120,0,230000
121,0,218000
122,0,125000
123,0,214500
124,0,144000
125,0,230000
126,0,218000
127,0,139950
128,0,135000
129,0,135000
130,0,140000
131,0,248000
132,0,139000
133,0,135000
134,0,140000
135,0,230000
136,0,135000
137,0,133700
138,0,155000
139,0,185000
140,0,155000
141,0,140000
142,0,140000
143,0,135000
144,0,185000
145,0,135000
146,0,230000
147,0,230000
148,0,230000
149,0,135000
150,0,136000
151,0,230000
152,0,240000
153,0,135000
154,0,230000
155,0,135000
156,0,135000
157,0,214500
158,0,230000
159,0,124000
160,0,135000
161,0,140000
162,0,135000
163,0,175000
164,0,85000
165,0,230000
166,0,122500
167,0,125000
168,0,140000
169,0,140000
170,0,135000
171,0,143000
172,0,135000
173,0,248000
174,0,140000
175,0,140000
176,0,135000
177,0,175000
178,0,184000
179,0,135000
180,0,179000
181,0,230000
182,0,230000
183,0,135000
184,0,248000
185,0,135000
186,0,155000
187,0,140000
188,0,135000
189,0,175000
190,0,115000
191,0,230000
192,0,175000
193,0,144000
194,0,230000
195,0,230000
196,0,230000
197,0,135000
198,0,248000
199,0,115000
200,0,230000
201,0,155000
202,0,143000
203,0,230000
204,0,185000
205,0,82500
206,0,230000
207,0,250000
208,0,230000
209,0,140000
210,0,240000
211,0,125000
212,0,115000
213,0,155000
214,0,76500
215,0,208900
216,0,178400
217,0,115000
218,0,135000
219,0,140000
220,0,155000
221,0,230000
222,0,218000
223,0,185000
224,0,135000
225,0,230000
226,0,135000
227,0,115000
228,0,135000
229,0,55993
230,0,175000
231,0,144000
232,0,140000
233,0,135000
234,0,230000
235,0,135000
236,0,140000
237,0,124000
238,0,240000
239,0,230000
240,0,144000
241,0,155000
242,0,135000
243,0,135000
244,0,140000
245,0,230000
246,0,135000
247,0,135000
248,0,115000
249,0,133700
250,0,175000
251,0,84000
252,0,125000
253,0,230000
254,0,230000
255,0,115000
256,0,115000
257,0,155000
258,0,133700
259,0,217500
260,0,230000
261,0,230000
262,0,208900
263,0,135000
264,0,214500
265,0,135000
266,0,135000
267,0,135000
268,0,135000
269,0,230000
270,0,125000
271,0,135000
272,0,230000
273,0,140000
274,0,135000
275,0,230000
276,0,185000
277,0,214500
278,0,140000
279,0,140000
280,0,88000
281,0,230000
282,0,140000
283,0,230000
284,0,140000
285,0,135000
286,0,230000
287,0,230000
288,0,230000
289,0,230000
290,0,125000
291,0,135000
292,0,135000
293,0,230000
294,0,230000
295,0,135000
296,0,140000
297,0,85000
298,0,135000
299,0,248000
300,0,230000
301,0,140000
302,0,140000
303,0,124000
304,0,135000
305,0,133500
306,0,155000
307,0,217500
308,0,122500
309,0,125000
310,0,174900
311,0,230000
312,0,115000
313,0,135000
314,0,230000
315,0,135000
316,0,135000
317,0,133500
318,0,381000
319,0,165500
320,0,185000
321,0,136000
322,0,140000
323,0,122500
324,0,230000
325,0,230000
326,0,135000
327,0,230000
328,0,127500
329,0,230000
330,0,135000
331,0,144000
332,0,135000
333,0,93500
334,0,185000
335,0,140000
336,0,135000
337,0,135000
